Players_ID,Player_Name,Name,Surname,DOB,Turned pro,Weight,Height,Birth place,key,Nationality,Strong_hand,Weak_hand
102863,takao suzuki,Takao,Suzuki,1976-09-20,1995,73,175, Japan,takao suzuki,JPN, Right-Handed,
102263,yong il yoon,Yong-Il,Yoon,1973-09-23,1996,64,175, Korea,yong il yoon,KOR, Right-Handed,
102167,juan albert viloca puig,Juan Albert,Viloca-Puig,1973-01-17,1992,79,185, Spain,juan albert viloca puig,ESP, Right-Handed,
102143,nicolas thomann,Nicolas,Thomann,1972-11-29,1996,79,183, France,nicolas thomann,FRA, Right-Handed,
102694,lars burgsmuller,Lars,Burgsmuller,1975-12-06,1993,73,183, Germany,lars burgsmuller,GER, Right-Handed, Two-Handed Backhand
103003,jean francois bachelot,Jean-Francois,Bachelot,1977-06-11,1996,80,183, France,jean francois bachelot,FRA, Right-Handed, One-Handed Backhand
101932,jared palmer,Jared,Palmer,1971-07-02,1991,84,191, USA,jared palmer,USA, Right-Handed,
104014,lee childs,Lee,Childs,1982-06-11,,79,, England,lee childs,GBR, Right-Handed, One-Handed Backhand
103751,jonas froberg,Jonas,Froberg,1981-04-11,,,,,jonas froberg,SWE,,
103158,johan ortegren,Johan,Ortegren,1978-03-22,,,,,johan ortegren,SWE, Right-Handed,
103451,bjorn phau,Bjorn,Phau,1979-10-04,1999,70,175, Germany,bjorn phau,GER, Right-Handed, One-Handed Backhand
103709,kristian pless,Kristian,Pless,1981-02-09,1999,84,188, Denmark,kristian pless,DEN, Right-Handed,
103990,tommy robredo,Tommy,Robredo,1982-05-01,1998,75,180, Spain,tommy robredo,ESP, Right-Handed, One-Handed Backhand
102785,glenn weiner,Glenn,Weiner,1976-04-27,1994,79,188, South Africa,glenn weiner,USA, Right-Handed,
103204,hugo armando,Hugo,Armando,1978-05-27,1997,82,183, USA,hugo armando,USA, Right-Handed, One-Handed Backhand
101991,mauricio hadad,Mauricio,Hadad,1971-12-07,1988,61,170, Colombia,mauricio hadad,COL, Right-Handed,
102715,ignacio hirigoyen,Ignacio,Hirigoyen,1976-01-23,1999,82,183, Argentina,ignacio hirigoyen,ARG, Right-Handed,
103900,david nalbandian,David,Nalbandian,1982-01-01,2000,79,180, Argentina,david nalbandian,ARG, Right-Handed, Two-Handed Backhand
103397,alexandre simoni,Alexandre,Simoni,1979-07-02,1997,78,188, Brazil,alexandre simoni,BRA, Right-Handed,
101495,miguel tobon,Miguel,Tobon,1968-06-22,,76,185, Colombia,miguel tobon,COL, Right-Handed,
103917,nicolas mahut,Nicolas,Mahut,1982-01-21,2000,80,191, France,nicolas mahut,FRA, Right-Handed, One-Handed Backhand
103852,feliciano lopez,Feliciano,Lopez,1981-09-20,1997,73,185, Spain,feliciano lopez,ESP, Left-Handed, One-Handed Backhand
104076,jose acasuso,Jose,Acasuso,1982-10-20,1999,86,191, Argentina,jose acasuso,ARG, Right-Handed, One-Handed Backhand
104098,dmitry tursunov,Dmitry,Tursunov,1982-12-12,2000,82,185, Russia,dmitry tursunov,RUS, Right-Handed, Two-Handed Backhand
103581,flavio saretta,Flavio,Saretta,1980-06-28,1998,70,183, Brazil,flavio saretta,BRA, Right-Handed,
103656,albert montanes,Albert,Montanes,1980-11-26,1999,70,175,Sant Carles De La Rapita,albert montanes,ESP, Right-Handed, One-Handed Backhand
102234,oliver gross,Oliver,Gross,1973-06-17,1993,77,185, Germany,oliver gross,GER, Right-Handed,
103484,james blake,James,Blake,1979-12-28,1999,83,185, USA,james blake,USA, Right-Handed, One-Handed Backhand
101947,vincenzo santopadre,Vincenzo,Santopadre,1971-08-11,1991,76,183, Italy,vincenzo santopadre,ITA, Left-Handed,
103296,ivaylo traykov,Ivaylo,Traykov,1978-12-17,1995,90,188, Bulgaria,ivaylo traykov,, Right-Handed,
102107,jan frode andersen,Jan Frode,Andersen,1972-08-29,1997,85,191, Norway,jan frode andersen,NOR, Left-Handed, Two-Handed Backhand
102154,marcos ondruska,Marcos,Ondruska,1972-12-18,1989,80,183, South Africa,marcos ondruska,RSA, Right-Handed, Two-Handed Backhand
103153,gilles elseneer,Gilles,Elseneer,1978-03-06,1998,77,188, Belgium,gilles elseneer,BEL, Right-Handed,
103254,yves allegro,Yves,Allegro,1978-08-24,1997,82,183, Switzerland,yves allegro,SUI, Right-Handed,
102202,kenneth carlsen,Kenneth,Carlsen,1973-04-17,1992,88,191, Denmark,kenneth carlsen,DEN, Left-Handed,
103178,johan settergren,Johan,Settergren,1978-04-22,1997,77,185, Sweden,johan settergren,SWE, Right-Handed,
103133,olivier mutis,Olivier,Mutis,1978-02-02,1996,72,175, France,olivier mutis,FRA, Right-Handed, Two-Handed Backhand
104043,marc lopez,Marc,Lopez,1982-07-31,1999,72,175, Spain,marc lopez,ESP, Right-Handed, Two-Handed Backhand
102836,rogier wassen,Rogier,Wassen,1976-08-09,1994,94,191, Netherlands,rogier wassen,NED, Right-Handed, Two-Handed Backhand
103632,luis horna,Luis,Horna,1980-09-14,1998,82,180, Peru,luis horna,PER, Right-Handed, One-Handed Backhand
103202,oscar serrano,Oscar,Serrano,1978-05-25,1996,78,173, Spain,oscar serrano,ESP, Right-Handed, One-Handed Backhand
102957,vadim kutsenko,Vadim,Kutsenko,1977-03-16,1994,76,180, Russia,vadim kutsenko,RUS, Right-Handed,
103594,oliver marach,Oliver,Marach,1980-07-16,1998,78,185, Austria,oliver marach,AUT, Right-Handed, One-Handed Backhand
103580,alexander peya,Alexander,Peya,1980-06-27,1998,76,183, Austria,alexander peya,AUT, Right-Handed, One-Handed Backhand
102574,gabriel trifu,Gabriel,Trifu,1975-04-14,1994,89,193, Romania,gabriel trifu,ROU, Right-Handed,
102788,jan vacek,Jan,Vacek,1976-05-10,1999,92,198, Czech Republic,jan vacek,CZE, Right-Handed,
104068,robby ginepri,Robby,Ginepri,1982-10-07,2001,79,183, USA,robby ginepri,USA, Right-Handed, Two-Handed Backhand
104196,carlos cuadrado,Carlos,Cuadrado,1983-06-01,,71,180,,carlos cuadrado,ESP, Right-Handed,
103789,irakli labadze,Irakli,Labadze,1981-06-09,1998,85,188, Georgia,irakli labadze,GEO, Left-Handed, Two-Handed Backhand
102669,noam behr,Noam,Behr,1975-10-13,1994,82,188, Israel,noam behr,, Left-Handed,
103174,noam okun,Noam,Okun,1978-04-16,1996,85,185, Israel,noam okun,ISR, Right-Handed,
102169,michael joyce,Michael,Joyce,1973-02-01,1991,75,180, USA,michael joyce,USA, Right-Handed,
103297,alex kim,Alex,Kim,1978-12-20,2000,73,175, USA,alex kim,USA, Right-Handed,
102855,jack brasington,Jack,Brasington,1976-09-09,2000,82,188, USA,jack brasington,USA, Right-Handed,
103105,ruben ramirez hidalgo,Ruben,Ramirez Hidalgo,1978-01-06,1998,74,183, Spain,ruben ramirez hidalgo,ESP, Right-Handed, Two-Handed Backhand
103672,ricardo mello,Ricardo,Mello,1980-12-21,1999,73,175, Brazil,ricardo mello,BRA, Left-Handed, Two-Handed Backhand
102087,oleg ogorodov,Oleg,Ogorodov,1972-07-16,1995,87,193, Uzbekistan,oleg ogorodov,UZB, Right-Handed,
101833,michael tebbutt,Michael,Tebbutt,1970-12-22,1993,82,191, Australia,michael tebbutt,AUS, Left-Handed,
103403,takahiro terachi,Takahiro,Terachi,1979-07-08,1998,,,,takahiro terachi,JPN, Right-Handed,
102921,ota fukarek,Ota,Fukarek,1977-01-18,1995,78,191, Czech Republic,ota fukarek,CZE, Right-Handed,
104082,hiroki kondo,Hiroki,Kondo,1982-11-05,,77,178, Japan,hiroki kondo,, Right-Handed, One-Handed Backhand
103821,danai udomchoke,Danai,Udomchoke,1981-08-11,1997,64,173, Thailand,danai udomchoke,THA, Right-Handed,
103898,julien benneteau,Julien,Benneteau,1981-12-20,2000,79,185, France,julien benneteau,FRA, Right-Handed, Two-Handed Backhand
103781,jurgen melzer,Jurgen,Melzer,1981-05-22,1999,81,183, Austria,jurgen melzer,AUT, Left-Handed, Two-Handed Backhand
102800,nenad zimonjic,Nenad,Zimonjic,1976-06-04,1995,93,191, Serbia,nenad zimonjic,SRB, Right-Handed, One-Handed Backhand
103813,jarkko nieminen,Jarkko,Nieminen,1981-07-23,2000,78,185, Finland,jarkko nieminen,, Left-Handed, Two-Handed Backhand
104417,robin soderling,Robin,Soderling,1984-08-14,2001,87,193, Sweden,robin soderling,SWE, Right-Handed, Two-Handed Backhand
102999,stefano galvani,Stefano,Galvani,1977-06-03,1999,73,178, Italy,stefano galvani,ITA, Right-Handed,
103333,ivo karlovic,Ivo,Karlovic,1979-02-28,2000,104,211, Croatia,ivo karlovic,CRO, Right-Handed, One-Handed Backhand
102382,julian knowle,Julian,Knowle,1974-04-29,1992,75,188, Austria,julian knowle,AUT, Left-Handed,
103285,radek stepanek,Radek,Stepanek,1978-11-27,1996,76,185, Czech Republic,radek stepanek,, Right-Handed, Two-Handed Backhand
103066,mark nielsen,Mark,Nielsen,1977-10-08,1997,85,185, New Zealand,mark nielsen,NZL, Right-Handed,
102571,gregory carraz,Gregory,Carraz,1975-04-09,1993,78,191, France,gregory carraz,FRA, Right-Handed, One-Handed Backhand
102967,marc gicquel,Marc,Gicquel,1977-03-30,1999,75,188, Tunisia,marc gicquel,, Right-Handed,
103395,julio silva,Julio,Silva,1979-07-01,1999,69,173, Brasil,julio silva,BRA, Right-Handed,
103319,jeff morrison,Jeff,Morrison,1979-02-04,2000,73,185, USA,jeff morrison,USA, Right-Handed,
103007,mounir el aarej,Mounir,El Aarej,1977-06-16,,,,,mounir el aarej,MAR, Right-Handed,
104755,richard gasquet,Richard,Gasquet,1986-06-18,2002,75,185, France,richard gasquet,FRA, Right-Handed, One-Handed Backhand
103318,zeljko krajan,Zeljko,Krajan,1979-02-03,1997,78,178, Croatia,zeljko krajan,CRO, Right-Handed,
103837,didac perez,Didac,Perez,1981-09-07,,76,178, Spain,didac perez,ESP, Right-Handed,
104745,rafael nadal,Rafael,Nadal,1986-06-03,2001,85,185, Spain,rafael nadal,ESP, Left-Handed, Two-Handed Backhand
102851,giorgio galimberti,Giorgio,Galimberti,1976-09-05,1995,79,180, Italy,giorgio galimberti,ITA, Right-Handed,
103063,sebastien de chaunac,Sebastien,De Chaunac,1977-10-07,1998,74,183, France,sebastien de chaunac,FRA, Right-Handed,
103145,amir hadad,Amir,Hadad,1978-02-17,,88,183, Israel,amir hadad,ISR, Right-Handed,
104339,mario ancic,Mario,Ancic,1984-03-30,2001,82,196, Croatia,mario ancic,CRO, Right-Handed, Two-Handed Backhand
103971,karol beck,Karol,Beck,1982-04-03,2001,74,180, Slovak Republic,karol beck,, Right-Handed, Two-Handed Backhand
102565,alexander waske,Alexander,Waske,1975-03-31,2000,84,188, Germany,alexander waske,GER, Right-Handed, One-Handed Backhand
103165,gorka fraile,Gorka,Fraile,1978-04-07,,82,180, Spain,gorka fraile,ESP, Right-Handed,
102902,thomas blake,Thomas,Blake,1976-12-29,1999,88,, USA,thomas blake,USA, Right-Handed, One-Handed Backhand
103408,brian vahaly,Brian,Vahaly,1979-07-19,2001,82,183, USA,brian vahaly,USA, Right-Handed,
103280,martin verkerk,Martin,Verkerk,1978-10-31,1996,90,196, The Netherlands,martin verkerk,NED, Right-Handed,
103970,david ferrer,David,Ferrer,1982-04-02,2000,73,175, Spain,david ferrer,ESP, Right-Handed, Two-Handed Backhand
103812,victor hanescu,Victor,Hanescu,1981-07-21,2000,88,198, Romania,victor hanescu,ROU, Right-Handed, One-Handed Backhand
103912,mario radic,Mario,Radic,1982-01-14,2000,72,188, Croatia,mario radic,CRO, Right-Handed,
102473,thomas schiessling,Thomas,Schiessling,1974-11-01,1994,66,180, Austria,thomas schiessling,AUT, Right-Handed,
104166,alex bogomolov jr,Alex,Bogomolov Jr.,1983-04-23,2002,75,178, Russia,alex bogomolov jr,RUS, Right-Handed, Two-Handed Backhand
104269,fernando verdasco,Fernando,Verdasco,1983-11-15,2001,87,185, Spain,fernando verdasco,ESP, Left-Handed, Two-Handed Backhand
104433,frank dancevic,Frank,Dancevic,1984-09-26,2003,79,185, Canada,frank dancevic,CAN, Right-Handed, One-Handed Backhand
101868,dick norman,Dick,Norman,1971-03-01,1991,95,203, Belgium,dick norman,BEL, Left-Handed,
103242,juan giner,Juan,Giner,1978-07-28,1999,73,178, Spain,juan giner,ESP, Right-Handed,
102497,mashiska washington,Mashiska,Washington,1974-12-19,1995,70,180,,mashiska washington,USA, Right-Handed,
104026,joachim johansson,Joachim,Johansson,1982-07-01,2000,90,198, Sweden,joachim johansson,SWE, Right-Handed, One-Handed Backhand
104019,kristof vliegen,Kristof,Vliegen,1982-06-22,2001,75,193, Belgium,kristof vliegen,BEL, Right-Handed, Two-Handed Backhand
103429,peter luczak,Peter,Luczak,1979-08-31,2000,77,183, Poland,peter luczak,AUS, Right-Handed, Two-Handed Backhand
103154,jaymon crabb,Jaymon,Crabb,1978-03-06,1997,83,183, Australia,jaymon crabb,AUS, Right-Handed,
102464,todd larkham,Todd,Larkham,1974-10-13,1993,70,178,,todd larkham,AUS, Right-Handed,
102512,joseph sirianni,Joseph,Sirianni,1975-01-17,1996,76,178, Australia,joseph sirianni,AUS, Right-Handed,
103047,julien varlet,Julien,Varlet,1977-09-08,1997,78,180, France,julien varlet,FRA, Right-Handed,
103250,rodolphe cadart,Rodolphe,Cadart,1978-08-08,1997,76,183, France,rodolphe cadart,FRA, Left-Handed,
103530,zack fleishman,Zack,Fleishman,1980-03-17,2000,84,188, USA,zack fleishman,USA, Right-Handed,
103228,marcos daniel,Marcos,Daniel,1978-07-04,1997,79,180, Brazil,marcos daniel,BRA, Right-Handed, One-Handed Backhand
102997,hermes gamonal,Hermes,Gamonal,1977-05-31,1997,76,180, Chile,hermes gamonal,CHI, Right-Handed,
103737,edgardo massa,Edgardo,Massa,1981-03-22,1998,85,180, Argentina,edgardo massa,ARG, Right-Handed,
103525,ivan miranda,Ivan,Miranda,1980-03-08,1999,70,175, Peru,ivan miranda,PER, Right-Handed,
103948,maximilian abel,Maximilian,Abel,1982-02-28,,76,, Germany,maximilian abel,GER, Right-Handed,
103470,robert kendrick,Robert,Kendrick,1979-11-15,2000,86,191, USA,robert kendrick,USA, Right-Handed, Two-Handed Backhand
104117,giovanni lapentti,Giovanni,Lapentti,1983-01-25,2002,91,193, Ecuador,giovanni lapentti,, Right-Handed, Two-Handed Backhand
103799,eric prodon,Eric,Prodon,1981-06-27,2000,76,180, France,eric prodon,FRA, Right-Handed, One-Handed Backhand
101938,bernardo mota,Bernardo,Mota,1971-06-14,1991,77,178, Portugal,bernardo mota,POR, Right-Handed,
103835,filippo volandri,Filippo,Volandri,1981-09-05,1997,73,183, Italy,filippo volandri,, Right-Handed, One-Handed Backhand
102886,frantisek cermak,Frantisek,Cermak,1976-11-14,1998,80,193, Czech Republic,frantisek cermak,CZE, Right-Handed,
104259,philipp kohlschreiber,Philipp,Kohlschreiber,1983-10-16,2001,70,178, Germany,philipp kohlschreiber,GER, Right-Handed, One-Handed Backhand
103573,rik de voest,Rik,De Voest,1980-06-05,1999,68,180, Italy,rik de voest,RSA, Right-Handed, Two-Handed Backhand
104372,alex bogdanovic,Alex,Bogdanovic,1984-05-22,2002,74,183, Serbia,alex bogdanovic,GBR, Left-Handed, One-Handed Backhand
104379,todd reid,Todd,Reid,1984-06-03,2002,70,180, Australia,todd reid,AUS, Right-Handed,
103385,paul baccanello,Paul,Baccanello,1979-06-12,1999,85,183, Australia,paul baccanello,AUS, Right-Handed,
102780,frederic niemeyer,Frederic,Niemeyer,1976-04-24,1998,82,191, Canada,frederic niemeyer,CAN, Right-Handed,
103325,wesley moodie,Wesley,Moodie,1979-02-14,2000,91,196, South Africa,wesley moodie,RSA, Right-Handed, One-Handed Backhand
103104,bjorn rehnquist,Bjorn,Rehnquist,1978-01-05,1997,69,175, Sweden,bjorn rehnquist,SWE, Right-Handed,
102811,dusan vemic,Dusan,Vemic,1976-06-17,1995,91,188, Croatia,dusan vemic,SRB, Right-Handed, Two-Handed Backhand
104589,chris guccione,Chris,Guccione,1985-07-30,2003,92,201, Australia,chris guccione,, Left-Handed, One-Handed Backhand
103169,oscar hernandez,Oscar,Hernandez,1978-04-10,1998,70,180, Spain,oscar hernandez,ESP, Right-Handed, One-Handed Backhand
104527,stan wawrinka,Stan,Wawrinka,1985-03-28,2002,81,183, Switzerland,stan wawrinka,SUI, Right-Handed, One-Handed Backhand
104330,rajeev ram,Rajeev,Ram,1984-03-18,2004,82,193, USA,rajeev ram,USA, Right-Handed, One-Handed Backhand
104025,amer delic,Amer,Delic,1982-06-30,2003,93,196, Bosnia,amer delic,BIH, Right-Handed, One-Handed Backhand
104250,prakash amritraj,Prakash,Amritraj,1983-10-02,2003,75,188, USA,prakash amritraj,IND, Right-Handed,
104386,janko tipsarevic,Janko,Tipsarevic,1984-06-22,2002,80,180, Serbia,janko tipsarevic,SRB, Right-Handed, Two-Handed Backhand
104495,florin mergea,Florin,Mergea,1985-01-26,2003,75,, Romania,florin mergea,ROU, Right-Handed, One-Handed Backhand
104182,sasa tuksar,Sasa,Tuksar,1983-05-12,2002,72,180,,sasa tuksar,CRO, Right-Handed,
104607,tomas berdych,Tomas,Berdych,1985-09-17,2002,91,196, CZE,tomas berdych,CZE, Right-Handed, Two-Handed Backhand
104214,igor andreev,Igor,Andreev,1983-07-14,2002,80,185, Russia,igor andreev,RUS, Right-Handed, Two-Handed Backhand
103118,ion moldovan,Ion,Moldovan,1978-01-17,1996,88,188,Constanta,ion moldovan,ROU, Right-Handed, One-Handed Backhand
103693,thierry ascione,Thierry,Ascione,1981-01-17,2000,89,188, France,thierry ascione,FRA, Right-Handed, One-Handed Backhand
103478,diego veronelli,Diego,Veronelli,1979-12-05,1996,83,193, Argentina,diego veronelli,ARG, Right-Handed,
103626,tomas tenconi,Tomas,Tenconi,1980-09-03,2000,70,178, Argentina,tomas tenconi,ITA, Right-Handed,
104597,nicolas almagro,Nicolas,Almagro,1985-08-21,2003,86,183, Spain,nicolas almagro,ESP, Right-Handed, One-Handed Backhand
104332,philipp petzschner,Philipp,Petzschner,1984-03-24,2001,77,185, Germany,philipp petzschner,GER, Right-Handed, One-Handed Backhand
103230,tasuku iwami,Tasuku,Iwami,1978-07-09,1996,,168,Fukuoka,tasuku iwami,JPN, Left-Handed,
102667,satoshi iwabuchi,Satoshi,Iwabuchi,1975-10-07,,73,175,Kanagawa,satoshi iwabuchi,JPN, Left-Handed,
104180,gilles muller,Gilles,Muller,1983-05-09,2001,89,193, Luxembourg,gilles muller,LUX, Left-Handed, Two-Handed Backhand
103699,fred hemmes,Fred,Hemmes,1981-01-28,1999,78,183, The Netherlands,fred hemmes,NED, Right-Handed,
103535,olivier patience,Olivier,Patience,1980-03-25,1998,75,180, France,olivier patience,FRA, Right-Handed,
104252,florian mayer,Florian,Mayer,1983-10-05,2001,82,191, Germany,florian mayer,GER, Right-Handed, Two-Handed Backhand
103560,kj hippensteel,KJ,Hippensteel,1980-05-08,2002,88,191, USA,kj hippensteel,USA, Left-Handed,
104338,juan monaco,Juan,Monaco,1984-03-29,2002,81,185, Argentina,juan monaco,ARG, Right-Handed, Two-Handed Backhand
104548,brian baker,Brian,Baker,1985-04-30,2003,77,191, USA,brian baker,USA, Right-Handed, Two-Handed Backhand
103761,tomas cakl,Tomas,Cakl,1981-04-25,2000,75,178, Czech Republic,tomas cakl,CZE, Right-Handed,
103401,jan hernych,Jan,Hernych,1979-07-07,1998,83,188, Czech Republic,jan hernych,CZE, Right-Handed, Two-Handed Backhand
104383,diogo rocha,Diogo,Rocha,1984-06-14,,,,,diogo rocha,POR,,
103565,stephane robert,Stephane,Robert,1980-05-17,2001,77,185, France,stephane robert,FRA, Right-Handed, Two-Handed Backhand
103534,nicolas devilder,Nicolas,Devilder,1980-03-25,2000,65,173, France,nicolas devilder,FRA, Left-Handed, Two-Handed Backhand
104081,boris pashanski,Boris,Pashanski,1982-11-03,2001,74,180, Serbia,boris pashanski,SRB, Right-Handed,
103490,santiago ventura,Santiago,Ventura,1980-01-05,2001,78,183, Spain,santiago ventura,ESP, Right-Handed, Two-Handed Backhand
104195,simone vagnozzi,Simone,Vagnozzi,1983-05-30,1999,60,173, Italy,simone vagnozzi,ITA, Right-Handed,
103700,juan pablo guzman,Juan-Pablo,Guzman,1981-01-29,1999,77,178, Argentina,juan pablo guzman,ARG, Left-Handed,
104230,daniel koellerer,Daniel,Koellerer,1983-08-17,2002,80,180, Austria,daniel koellerer,AUT, Right-Handed,
103592,jerome haehnel,Jerome,Haehnel,1980-07-14,1998,78,185, France,jerome haehnel,FRA, Right-Handed,
103527,julien jeanpierre,Julien,Jeanpierre,1980-03-10,1999,77,188, France,julien jeanpierre,FRA, Right-Handed,
104198,guillermo garcia lopez,Guillermo,Garcia-Lopez,1983-06-04,2002,80,185, Spain,guillermo garcia lopez,ESP, Right-Handed, One-Handed Backhand
103808,potito starace,Potito,Starace,1981-07-14,2001,84,188, Italy,potito starace,ITA, Right-Handed, Two-Handed Backhand
104268,alejandro falla,Alejandro,Falla,1983-11-14,2000,77,185, Colombia,alejandro falla,COL, Left-Handed, Two-Handed Backhand
103843,marco chiudinelli,Marco,Chiudinelli,1981-09-10,2000,85,185, Switzerland,marco chiudinelli,SUI, Right-Handed, Two-Handed Backhand
104312,andreas seppi,Andreas,Seppi,1984-02-21,2002,75,191, Italy,andreas seppi,ITA, Right-Handed, Two-Handed Backhand
103730,jonathan marray,Jonathan,Marray,1981-03-10,2000,76,183, England,jonathan marray,, Right-Handed, One-Handed Backhand
103339,wesley whitehouse,Wesley,Whitehouse,1979-03-13,1998,91,191, South Africa,wesley whitehouse,NZL, Left-Handed,
104229,yen hsun lu,Yen-Hsun,Lu,1983-08-14,2001,74,180, Chinese Taipei,yen hsun lu,TPE, Right-Handed, Two-Handed Backhand
103913,ian flanagan,Ian,Flanagan,1982-01-15,,,,,ian flanagan,GBR,,
103110,daniele bracciali,Daniele,Bracciali,1978-01-10,1995,78,180, Italy,daniele bracciali,, Right-Handed, One-Handed Backhand
101924,stefano pescosolido,Stefano,Pescosolido,1971-06-13,1989,86,185, Italy,stefano pescosolido,ITA, Right-Handed,
103754,mark hilton,Mark,Hilton,1981-04-20,2000,80,170, England,mark hilton,GBR, Left-Handed,
103506,martin vassallo arguello,Martin,Vassallo Arguello,1980-02-10,1999,80,183, Argentina,martin vassallo arguello,ARG, Right-Handed, One-Handed Backhand
104676,andreas beck,Andreas,Beck,1986-02-05,2003,89,191, Germany,andreas beck,GER, Left-Handed, Two-Handed Backhand
103393,yuri schukin,Yuri,Schukin,1979-06-26,1999,88,185, Russia,yuri schukin,KAZ, Right-Handed,
104371,ivo minar,Ivo,Minar,1984-05-21,2002,85,183, Czech Republic,ivo minar,CZE, Right-Handed,
103722,florent serra,Florent,Serra,1981-02-28,2000,78,180, France,florent serra,FRA, Right-Handed, Two-Handed Backhand
103997,lukasz kubot,Lukasz,Kubot,1982-05-16,2002,86,191, Poland,lukasz kubot,POL, Right-Handed, Two-Handed Backhand
104571,marcos baghdatis,Marcos,Baghdatis,1985-06-17,2003,82,178, Cyprus,marcos baghdatis,CYP, Right-Handed, Two-Handed Backhand
104542,jo wilfried tsonga,Jo-Wilfried,Tsonga,1985-04-17,2004,91,188, France,jo wilfried tsonga,FRA, Right-Handed, Two-Handed Backhand
104294,hao lu,Hao,Lu,1984-01-30,,,,,hao lu,CHN, Right-Handed,
104925,novak djokovic,Novak,Djokovic,1987-05-22,2003,77,188, Serbia,novak djokovic,SRB, Right-Handed, Two-Handed Backhand
103663,matias boeker,Matias,Boeker,1980-12-11,,,,,matias boeker,USA, Right-Handed,
104273,edouard roger vasselin,Edouard,Roger-Vasselin,1983-11-28,2002,75,188, France,edouard roger vasselin,FRA, Right-Handed, Two-Handed Backhand
103337,ben qiang zhu,Ben-Qiang,Zhu,1979-03-13,,,,,ben qiang zhu,CHN, Right-Handed,
103369,melle van gemerden,Melle,Van Gemerden,1979-05-09,,75,183, The Netherlands,melle van gemerden,NED, Right-Handed,
104499,jimmy wang,Jimmy,Wang,1985-02-08,2001,73,180,Saudi Arabia,jimmy wang,TPE, Right-Handed, Two-Handed Backhand
104792,gael monfils,Gael,Monfils,1986-09-01,2004,80,193, France,gael monfils,FRA, Right-Handed, Two-Handed Backhand
103857,igor kunitsyn,Igor,Kunitsyn,1981-09-30,1999,75,180, Russia,igor kunitsyn,RUS, Right-Handed,
104453,michael ryderstedt,Michael,Ryderstedt,1984-11-12,2002,78,188, Sweden,michael ryderstedt,SWE, Left-Handed,
103716,uros vico,Uros,Vico,1981-02-19,1998,83,188, Croatia,uros vico,ITA, Right-Handed,
104035,bobby reynolds,Bobby,Reynolds,1982-07-17,2003,77,183, USA,bobby reynolds,USA, Right-Handed, Two-Handed Backhand
103516,nathan healey,Nathan,Healey,1980-02-27,1998,82,180, Australia,nathan healey,AUS, Right-Handed,
104167,todd widom,Todd,Widom,1983-04-24,,,,,todd widom,USA, Right-Handed,
104261,peng sun,Peng,Sun,1983-10-19,,,,,peng sun,CHN, Right-Handed,
104559,teymuraz gabashvili,Teymuraz,Gabashvili,1985-05-23,2001,83,188, Georgia,teymuraz gabashvili,RUS, Right-Handed, Two-Handed Backhand
104660,sergiy stakhovsky,Sergiy,Stakhovsky,1986-01-06,2003,80,193, Ukraine,sergiy stakhovsky,UKR, Right-Handed, One-Handed Backhand
104468,gilles simon,Gilles,Simon,1984-12-27,2002,70,183, France,gilles simon,FRA, Right-Handed, Two-Handed Backhand
103868,ivan navarro,Ivan,Navarro,1981-10-19,2001,86,183, Spain,ivan navarro,, Right-Handed, One-Handed Backhand
103032,francisco fogues,Francisco,Fogues,1977-08-06,1998,82,191, Spain,francisco fogues,ESP, Left-Handed,
103455,michal mertinak,Michal,Mertinak,1979-10-11,1999,92,185, Slovak,michal mertinak,SVK, Right-Handed, Two-Handed Backhand
103503,robin vik,Robin,Vik,1980-02-05,1998,76,183, Czech Rep.,robin vik,CZE, Right-Handed,
104160,lukas dlouhy,Lukas,Dlouhy,1983-04-09,2001,88,185, Czech Republic,lukas dlouhy,CZE, Right-Handed,
104918,andy murray,Andy,Murray,1987-05-15,2005,84,191, Scotland,andy murray,GBR, Right-Handed, Two-Handed Backhand
104224,travis rettenmaier,Travis,Rettenmaier,1983-08-06,2002,84,188,Tarzana,travis rettenmaier,USA, Right-Handed,
103035,alessio di mauro,Alessio,Di Mauro,1977-08-09,1998,71,185, Italy,alessio di mauro,ITA, Left-Handed,
103559,david sherwood,David,Sherwood,1980-05-06,,,193, England,david sherwood,GBR, Right-Handed,
104592,ilija bozoljac,Ilija,Bozoljac,1985-08-02,2002,86,193, Serbia,ilija bozoljac,SRB, Right-Handed,
104360,adam chadaj,Adam,Chadaj,1984-05-01,2001,72,178,Warsaw,adam chadaj,POL, Left-Handed,
104812,scoville jenkins,Scoville,Jenkins,1986-09-23,2004,77,188, USA,scoville jenkins,USA, Right-Handed, Two-Handed Backhand
103544,andy ram,Andy,Ram,1980-04-10,1998,83,180, Uruguay,andy ram,ISR, Right-Handed,
104154,paul capdeville,Paul,Capdeville,1983-04-02,2002,78,191, Chile,paul capdeville,CHI, Right-Handed, Two-Handed Backhand
103967,michael lammer,Michael,Lammer,1982-03-25,,80,185, Switzerland,michael lammer,SUI, Right-Handed,
103817,yu jr wang,Yu Jr.,Wang,1981-08-01,,,,,yu jr wang,CHN, Left-Handed,
103175,toshihide matsui,Toshihide,Matsui,1978-04-19,2001,77,180, Japan,toshihide matsui,JPN, Right-Handed, Two-Handed Backhand
103823,denis gremelmayr,Denis,Gremelmayr,1981-08-16,2000,73,183, Germany,denis gremelmayr,GER, Left-Handed, Two-Handed Backhand
